Model,Split,Metric,n_samples,point_estimate,mean,std,ci_lower,ci_upper,Code
ARIMA,Test,R2,158,0.5335466526658674,0.5285072441530764,0.09930026617184969,0.2872136966748919,0.6835598698440664,31
ARIMA,Test,MSE,158,153.953540156954,149.1703888138299,29.565823133594904,104.89767608197961,214.99059438244163,31
ARIMA,Test,MAE,74,18.6071174812486,18.36264468023044,2.033013627390988,14.404060515999822,22.457719200955232,32
ARIMA,Test,MAPE,74,33.683775215885625,33.926265440070736,6.351814329959078,23.93643809940845,48.264693218469844,32
ARIMA,Test,R2,74,0.5179782727672558,0.4801019175110685,0.13962909839469886,0.18028375425696397,0.6884911638584202,32
ARIMA,Test,MSE,74,592.5275848602072,578.2717496756173,103.94573890193828,386.09052919565846,794.2642015327051,32
ARIMA,Train,MAE,3047,2.824218300076665,2.830806769035423,0.04820226769742283,2.7460270028242975,2.9289581004156138,0
ARIMA,Train,MAPE,3047,8.204692182549465,8.193443356052587,0.15499141495145022,7.923140231090162,8.520400142293877,0
ARIMA,Train,R2,3047,0.6473727744679896,0.6467535069312524,0.014744857143114194,0.6203260522699389,0.6762238441824846,0
ARIMA,Train,MSE,3047,16.786582322390814,16.82367147908335,0.6601959174860906,15.666112697862319,18.026805932532742,0
ARIMA,Train,MAE,2977,0.9368202961523877,0.93887671543109,0.01880749713027943,0.9077479808668961,0.9763492332076331,1
ARIMA,Train,MAPE,2977,8.2509586670569,8.236831427257382,0.15181406623547286,7.926610821280128,8.53390560450838,1
ARIMA,Train,R2,2977,0.6565180417733385,0.6541356812109644,0.015501762336481248,0.6233822002199978,0.6831937709989002,1
ARIMA,Train,MSE,2977,1.8533006165469106,1.8704146424853474,0.09201734338885591,1.7129280721590936,2.028795432198694,1
ARIMA,Train,MAE,2919,0.6933504401114312,0.692247265465562,0.01429952042039161,0.6715322489249836,0.7200600420770503,2
ARIMA,Train,MAPE,2919,2.328724713761045,2.3276848110973676,0.05615676284827741,2.2176617325225063,2.4236941837656647,2
ARIMA,Train,R2,2919,0.8123298279965921,0.8130493221266677,0.01170156952404499,0.7894538775831939,0.8330119209628701,2
ARIMA,Train,MSE,2919,1.1724602247870348,1.174331658942338,0.0667373136696322,1.0629645802175298,1.3103482655961818,2
ARIMA,Train,MAE,2929,0.6264138930330979,0.6249999071825798,0.010574244452486087,0.6070831386411318,0.6450932799827129,3
ARIMA,Train,MAPE,2929,1.9095463529288286,1.9093122170207206,0.032201027408460745,1.847689921478155,1.9677593823861161,3
ARIMA,Train,R2,2929,0.5957114372419678,0.5960424934883902,0.01745338620176778,0.5633593266513253,0.6315412204149364,3
ARIMA,Train,MSE,2929,0.7072177422150677,0.7071146316690846,0.031127470058190814,0.6535606009115834,0.7617907072908556,3
ARIMA,Train,MAE,130,0.5793333779237252,0.5775311445959562,0.05977241321653224,0.47775792056176064,0.6902430182519101,4
ARIMA,Train,MAPE,130,6.330328533791974,6.345807930128254,0.6814011433869297,5.05777894668331,7.66764718414656,4
ARIMA,Train,R2,130,0.6976756612835261,0.690556850247582,0.07576828105042614,0.524353607373012,0.8242846842593725,4
ARIMA,Train,MSE,130,0.7618752225796396,0.722880544567206,0.20973052424490304,0.4231706714687987,1.1838895403537064,4
ARIMA,Train,MAE,2937,37.90094190797788,37.93061592652683,0.8258031056664584,36.18297120242437,39.41510824855981,5
ARIMA,Train,MAPE,2937,20.488264668546467,20.573925514948325,0.6966086692596541,19.305832584304106,22.01804713571823,5
ARIMA,Train,R2,2937,0.6696229831618075,0.6689139995541109,0.0218113899719741,0.6307560295612091,0.7118595858467003,5
ARIMA,Train,MSE,2937,3468.5230414453727,3472.1945229820267,222.68717098258386,3081.4797547869116,3949.316148964009,5
ARIMA,Train,MAE,2932,0.3016322101924419,0.3007829495970947,0.005354024128820715,0.29045535511708787,0.31200342497200867,6
ARIMA,Train,MAPE,2932,7.957885033097995,7.943161662320679,0.16016416237743678,7.642721230013835,8.248015652142366,6
ARIMA,Train,R2,2932,0.7060897348114764,0.7034243817606689,0.013866642444755582,0.676079853251964,0.7304732832605623,6
ARIMA,Train,MSE,2932,0.19020555529301103,0.18976085203463705,0.00831897041449676,0.17500446470510556,0.20753414941963155,6
ARIMA,Train,MAE,2928,0.718950662480173,0.719870461868976,0.0193854675151735,0.688106696914555,0.7584389185949758,7
