subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,TBIL,NORMA_q_age,mortality,window_any,binary,8761,660,abnormal,2.006,1.717,2.344,0.0,4.154596876754928e-18
all,TBIL,NORMA_334f7e21,mortality,window_any,category,8761,660,high,2.028,1.729,2.378,0.0,1.0676780633816544e-17
all,TBIL,NORMA_334f7e21,mortality,window_any,category,8761,660,low,1.167,0.743,1.834,0.50303,0.540392641511422
all,TBIL,NORMA_334f7e21,mortality,window_any,z,8761,660,z,1.294,1.228,1.364,0.0,1.1008527945556817e-21
all,TBIL,NORMA_334f7e21,mortality,window_any,binary,8761,660,abnormal,1.93,1.651,2.256,0.0,3.0338292622272023e-16
all,TBIL,NORMA_q_age_set,mortality,window_any,category,8761,660,high,1.991,1.699,2.333,0.0,5.105012812531337e-17
all,TBIL,NORMA_q_age_set,mortality,window_any,category,8761,660,low,1.116,0.61,2.039,0.72198,0.7516785387869179
all,TBIL,NORMA_q_age_set,mortality,window_any,z,8761,660,z,1.342,1.265,1.423,0.0,2.321061623894256e-22
all,TBIL,NORMA_q_age_set,mortality,window_any,binary,8761,660,abnormal,1.932,1.652,2.26,0.0,3.408497289194779e-16
all,TBIL,Gaussian_eb,mortality,window_any,category,8761,660,high,1.962,1.679,2.293,0.0,6.807079396127615e-17
all,TBIL,Gaussian_eb,mortality,window_any,category,8761,660,low,0.999,0.547,1.825,0.99845,0.9984537272984432
all,TBIL,Gaussian_eb,mortality,window_any,binary,8761,660,abnormal,1.895,1.624,2.21,0.0,8.355734144598951e-16
all,CL,Cohen_m3,mortality,window_any,z,13826,730,z,1.506,1.434,1.583,0.0,2.147391835674399e-58
all,AST,Cohen_m3,mortality,window_any,category,7984,651,low,0.885,0.739,1.061,0.18699,0.2109520972582079
all,AST,Cohen_m4,mortality,window_any,binary,7984,651,abnormal,1.575,1.349,1.84,0.0,1.3202007520181154e-08
all,ALB,NORMA_334f7e21,mortality,window_any,binary,9974,712,abnormal,3.544,2.836,4.429,0.0,4.212583801285416e-28
all,ALP,Cohen_m3,mortality,window_any,z,9444,666,z,1.957,1.723,2.223,0.0,9.894328586364799e-25
all,ALP,Cohen_m3,mortality,window_any,category,9444,666,high,1.823,1.521,2.186,0.0,1.7852302103704035e-10
all,ALP,NORMA_334f7e21,mortality,window_any,category,9444,666,low,2.615,1.925,3.553,0.0,1.5341287461387643e-09
all,ALP,Cohen_m4,mortality,window_any,binary,9444,666,abnormal,1.922,1.64,2.253,0.0,1.3288803111675096e-15
all,ALP,NORMA_334f7e21,mortality,window_any,z,9444,666,z,1.416,1.334,1.504,0.0,1.8234371905967546e-29
all,ALP,NORMA_334f7e21,mortality,window_any,binary,9444,666,abnormal,1.949,1.667,2.28,0.0,1.421390757375802e-16
all,ALP,NORMA_q_age_set,mortality,window_any,category,9444,666,high,1.826,1.551,2.151,0.0,1.2589026313430765e-12
all,ALP,NORMA_q_age_set,mortality,window_any,category,9444,666,low,2.449,1.739,3.448,0.0,4.927873313816465e-07
all,ALP,NORMA_q_age_set,mortality,window_any,z,9444,666,z,1.367,1.291,1.447,0.0,1.5216651534817027e-26
all,ALP,NORMA_q_age_set,mortality,window_any,binary,9444,666,abnormal,1.892,1.618,2.212,0.0,2.4932682923652084e-15
all,ALB,NORMA_334f7e21,mortality,window_any,z,9974,712,z,2.319,2.133,2.522,0.0,4.709227658676924e-85
all,ALP,Gaussian_eb,mortality,window_any,category,9444,666,high,1.484,1.262,1.745,0.0,2.781676555978641e-06
all,ALP,Gaussian_eb,mortality,window_any,z,9444,666,z,1.201,1.124,1.283,0.0,6.404306024433199e-08
all,ALP,Gaussian_eb,mortality,window_any,binary,9444,666,abnormal,1.507,1.287,1.764,0.0,4.309161988241878e-07
all,ALP,Gaussian_trunc,mortality,window_any,category,9444,666,high,1.374,1.162,1.625,0.00021,0.0002901779372336
all,ALP,Gaussian_trunc,mortality,window_any,category,9444,666,low,1.168,0.904,1.509,0.23466,0.2618061214678711
all,ALP,Gaussian_trunc,mortality,window_any,z,9444,666,z,1.141,1.072,1.213,3e-05,3.4210962973740786e-05
all,ALP,Gaussian_trunc,mortality,window_any,binary,9444,666,abnormal,1.317,1.129,1.536,0.00046,0.0004830994486866
all,ALP,Gaussian_mle,mortality,window_any,category,9444,666,high,1.512,1.286,1.778,0.0,9.376364266123496e-07
all,ALP,Gaussian_mle,mortality,window_any,category,9444,666,low,1.768,1.139,2.745,0.01115,0.0138956526852373
all,ALP,Gaussian_mle,mortality,window_any,z,9444,666,z,1.286,1.204,1.374,0.0,8.50932975791196e-14
all,ALP,Gaussian_mle,mortality,window_any,binary,9444,666,abnormal,1.531,1.308,1.792,0.0,1.5183009930522344e-07
all,ALP,Cohen_m4,mortality,window_any,category,9444,666,high,1.669,1.387,2.008,0.0,1.0547770330536573e-07
all,ALP,Gaussian_eb,mortality,window_any,category,9444,666,low,1.801,1.16,2.796,0.00878,0.0109716018713156
all,ALB,NORMA_334f7e21,mortality,window_any,category,9974,712,low,3.575,2.861,4.468,0.0,2.838682100750912e-28
all,ALB,NORMA_q_age,mortality,window_any,binary,9974,712,abnormal,3.64,2.906,4.558,0.0,1.15133444849753e-28
all,ALB,NORMA_q_age,mortality,window_any,z,9974,712,z,2.319,2.144,2.507,0.0,2.3143439777902368e-97
all,ALT,Gaussian_trunc,mortality,window_any,binary,8262,690,abnormal,1.317,1.13,1.536,0.00042,0.0004509540277765
all,ALT,Gaussian_mle,mortality,window_any,category,8262,690,high,1.557,1.306,1.856,0.0,1.3399344334532335e-06
all,ALT,Gaussian_mle,mortality,window_any,category,8262,690,low,1.159,0.959,1.401,0.12744,0.1478893544594265
all,ALT,Gaussian_mle,mortality,window_any,z,8262,690,z,1.153,1.089,1.221,0.0,1.3010367216763025e-06
all,ALT,Gaussian_mle,mortality,window_any,binary,8262,690,abnormal,1.353,1.164,1.571,8e-05,8.739533100033531e-05
all,ALP,NORMA_q_age,mortality,window_any,z,9444,666,z,1.435,1.356,1.519,0.0,3.61764866932625e-35
all,ALP,NORMA_q_age,mortality,window_any,binary,9444,666,abnormal,2.027,1.735,2.368,0.0,1.4698613561868653e-18
all,ALP,NORMA_334f7e21,mortality,window_any,category,9444,666,high,1.85,1.567,2.185,0.0,9.286687644077808e-13
all,ALP,Cohen_m3,mortality,window_any,category,9444,666,low,2.313,1.884,2.84,0.0,3.479873262032897e-15
all,ALP,Cohen_m3,mortality,window_any,binary,9444,666,abnormal,1.998,1.712,2.332,0.0,4.154596876754928e-18
all,ALP,Cohen_m2,mortality,window_any,category,9444,666,high,1.671,1.414,1.975,0.0,3.215454470354919e-09
all,ALP,Cohen_m2,mortality,window_any,category,9444,666,low,2.008,1.464,2.753,2e-05,2.285707070939368e-05
all,ALP,Cohen_m2,mortality,window_any,z,9444,666,z,1.697,1.526,1.888,0.0,3.77424059233764e-22
all,ALP,Cohen_m2,mortality,window_any,binary,9444,666,abnormal,1.719,1.468,2.013,0.0,2.585115469950518e-11
all,ALP,PerRI,mortality,window_any,category,9426,662,high,1.223,1.042,1.436,0.01354,0.0167141526994798
all,ALP,PerRI,mortality,window_any,category,9426,662,low,1.244,0.935,1.654,0.1341,0.154730508945764
all,ALP,PerRI,mortality,window_any,z,9426,662,z,1.006,0.977,1.035,0.69912,0.705658775204153
all,ALP,PerRI,mortality,window_any,binary,9426,662,abnormal,1.227,1.052,1.43,0.00918,0.0093087750917339
all,ALP,PopRI,mortality,window_any,category,9444,666,high,1.573,1.313,1.885,0.0,1.4703606897272485e-06
all,ALP,PopRI,mortality,window_any,z,9444,666,z,1.613,1.392,1.87,0.0,2.4811022500827124e-10
all,ALP,PopRI,mortality,window_any,binary,9444,666,abnormal,1.573,1.313,1.885,0.0,1.1292226967116166e-06
all,ALB,NORMA_q_age_set_co,mortality,window_any,category,9974,712,low,3.698,2.937,4.656,0.0,5.948002421586828e-28
all,ALB,NORMA_q_age_set_co,mortality,window_any,z,9974,712,z,1.922,1.817,2.033,0.0,7.839565797632469e-113
all,ALB,NORMA_q_age_set_co,mortality,window_any,binary,9974,712,abnormal,3.647,2.897,4.592,0.0,1.3724742410694729e-27
all,ALB,NORMA_q_age,mortality,window_any,category,9974,712,low,3.589,2.871,4.485,0.0,2.126476045210944e-28
all,ALP,Cohen_m4,mortality,window_any,category,9444,666,low,2.586,2.061,3.244,0.0,6.591888076379697e-16
all,ALP,Cohen_m4,mortality,window_any,z,9444,666,z,2.084,1.828,2.375,0.0,8.236096476405214e-28
all,ALT,NORMA_q_age,mortality,window_any,z,8262,690,z,1.372,1.293,1.457,0.0,5.053505321271951e-25
all,ALT,NORMA_q_age,mortality,window_any,category,8262,690,low,1.451,1.207,1.743,7e-05,0.0001053554070741
all,BUN,NORMA_q_age,mortality,window_any,category,10915,730,high,2.716,2.296,3.212,0.0,1.681549045601582e-30
all,BUN,NORMA_q_age,mortality,window_any,category,10915,730,low,0.889,0.681,1.16,0.38519,0.419363068352154
all,BUN,NORMA_q_age,mortality,window_any,z,10915,730,z,1.337,1.287,1.389,0.0,1.30147062891366e-50
all,BUN,NORMA_q_age,mortality,window_any,binary,10915,730,abnormal,2.08,1.768,2.447,0.0,2.3533469331425093e-18
all,BUN,NORMA_334f7e21,mortality,window_any,category,10915,730,high,2.697,2.281,3.189,0.0,3.0235529211160903e-30
all,BUN,NORMA_334f7e21,mortality,window_any,category,10915,730,low,0.864,0.66,1.13,0.28468,0.3158750419436059
all,BUN,NORMA_334f7e21,mortality,window_any,z,10915,730,z,1.355,1.304,1.408,0.0,1.2187676464303952e-53
all,BUN,NORMA_334f7e21,mortality,window_any,binary,10915,730,abnormal,2.065,1.756,2.428,0.0,4.488397587169832e-18
all,BUN,NORMA_q_age_set,mortality,window_any,category,10915,730,high,2.72,2.303,3.212,0.0,4.017681775384688e-31
all,BUN,NORMA_q_age_set,mortality,window_any,category,10915,730,low,0.882,0.672,1.157,0.3642,0.3997281416286977
all,BUN,NORMA_q_age_set,mortality,window_any,z,10915,730,z,1.401,1.34,1.466,0.0,1.7999516020381244e-48
all,BUN,NORMA_q_age_set,mortality,window_any,binary,10915,730,abnormal,2.102,1.789,2.469,0.0,4.011729828359413e-19
all,BUN,Gaussian_eb,mortality,window_any,category,10915,730,high,2.586,2.191,3.052,0.0,1.865491150887721e-28
all,BUN,Gaussian_eb,mortality,window_any,category,10915,730,low,0.82,0.625,1.076,0.15264,0.1741366918127328
all,BUN,Gaussian_eb,mortality,window_any,z,10915,730,z,1.229,1.191,1.268,0.0,8.227935278138466e-38
all,BUN,Gaussian_eb,mortality,window_any,binary,10915,730,abnormal,1.986,1.692,2.331,0.0,1.124815759737015e-16
all,BUN,Gaussian_trunc,mortality,window_any,category,10915,730,high,1.901,1.604,2.253,0.0,2.938860248621946e-13
all,BUN,Gaussian_trunc,mortality,window_any,category,10915,730,low,0.871,0.662,1.146,0.32547,0.3591669691171165
all,BUN,Gaussian_trunc,mortality,window_any,z,10915,730,z,1.156,1.119,1.195,0.0,3.064590914909528e-18
all,AST,NORMA_q_age_set_co,mortality,window_any,category,7984,651,high,2.099,1.762,2.501,0.0,3.2956245490227954e-16
all,AST,NORMA_q_age_set_co,mortality,window_any,z,7984,651,z,1.311,1.223,1.406,0.0,4.2529550219851245e-14
all,ALT,NORMA_q_age_set_co,mortality,window_any,binary,8262,690,abnormal,1.621,1.393,1.886,0.0,6.673509458842544e-10
all,AST,Gaussian_mle,mortality,window_any,binary,7984,651,abnormal,1.772,1.495,2.101,0.0,7.082053464410969e-11
all,AST,Cohen_m4,mortality,window_any,category,7984,651,low,1.186,0.968,1.453,0.10004,0.1174353493995184
all,AST,Cohen_m4,mortality,window_any,z,7984,651,z,1.713,1.497,1.959,0.0,5.761788478960626e-15
all,BUN,NORMA_q_age_set_co,mortality,window_any,binary,10915,730,abnormal,2.0,1.701,2.352,0.0,1.0834893185277186e-16
all,AST,Cohen_m3,mortality,window_any,category,7984,651,high,1.716,1.415,2.083,0.0,7.867573809632526e-08
all,BUN,NORMA_q_age_set_co,mortality,window_any,z,10915,730,z,1.343,1.29,1.399,0.0,1.4091621318689582e-45
all,AST,NORMA_q_age_set_co,mortality,window_any,category,7984,651,low,1.425,1.0,2.031,0.05023,0.0600049659365102
all,ALT,NORMA_q_age,mortality,window_any,category,8262,690,high,1.983,1.657,2.374,0.0,2.104898262023296e-13
all,BUN,Gaussian_mle,mortality,window_any,category,10915,730,low,0.836,0.641,1.091,0.1878,0.2112697716853744
all,BUN,Gaussian_mle,mortality,window_any,binary,10915,730,abnormal,1.99,1.695,2.336,0.0,9.445392914962635e-17
all,BUN,Cohen_m4,mortality,window_any,category,10915,730,high,2.819,2.347,3.386,0.0,9.57807721457614e-28
all,BUN,Cohen_m4,mortality,window_any,category,10915,730,low,1.153,0.916,1.451,0.22632,0.2532040725788297
all,BUN,Cohen_m4,mortality,window_any,z,10915,730,z,1.552,1.467,1.643,0.0,8.89794482048261e-52
all,BUN,Cohen_m4,mortality,window_any,binary,10915,730,abnormal,2.083,1.748,2.483,0.0,4.961472073672739e-16
all,BUN,Cohen_m3,mortality,window_any,category,10915,730,high,2.518,2.118,2.994,0.0,7.490058813545443e-25
all,BUN,Cohen_m3,mortality,window_any,category,10915,730,low,0.808,0.634,1.031,0.08611,0.1016729549765944
all,BUN,Cohen_m3,mortality,window_any,z,10915,730,z,1.475,1.403,1.551,0.0,7.966134037139283e-52
all,BUN,Cohen_m3,mortality,window_any,binary,10915,730,abnormal,1.791,1.517,2.116,0.0,1.0796836441397912e-11
all,BUN,Cohen_m2,mortality,window_any,category,10915,730,high,2.539,2.135,3.02,0.0,3.4620754670945687e-25
all,BUN,Cohen_m2,mortality,window_any,category,10915,730,low,0.934,0.738,1.183,0.57238,0.6068393926909404
all,BUN,Cohen_m2,mortality,window_any,z,10915,730,z,1.597,1.502,1.698,0.0,3.67875191128902e-50
all,BUN,Cohen_m2,mortality,window_any,binary,10915,730,abnormal,1.861,1.576,2.198,0.0,4.063712048267477e-13
all,BUN,PerRI,mortality,window_any,category,10881,729,high,2.005,1.685,2.387,0.0,1.3495548818976531e-14
all,BUN,PerRI,mortality,window_any,category,10881,729,low,1.004,0.804,1.254,0.9708,0.9777713326817304
all,BUN,PerRI,mortality,window_any,z,10881,729,z,1.051,1.025,1.077,9e-05,9.5367516090514e-05
all,BUN,PerRI,mortality,window_any,binary,10881,729,abnormal,1.606,1.359,1.897,0.0,3.7266220357612746e-08
all,BUN,PopRI,mortality,window_any,category,10915,730,high,2.702,2.301,3.173,0.0,8.048925136562724e-33
all,BUN,PopRI,mortality,window_any,category,10915,730,low,0.808,0.606,1.077,0.1459,0.1669139306155332
all,BUN,PopRI,mortality,window_any,z,10915,730,z,1.55,1.461,1.643,0.0,5.086135737780112e-48
all,BUN,PopRI,mortality,window_any,binary,10915,730,abnormal,2.075,1.778,2.421,0.0,5.2507713472727326e-20
all,BUN,Gaussian_mle,mortality,window_any,z,10915,730,z,1.223,1.186,1.261,0.0,8.089150871652311e-38
all,BUN,Gaussian_mle,mortality,window_any,category,10915,730,high,2.618,2.217,3.09,0.0,5.254442748687026e-29
all,BUN,Gaussian_trunc,mortality,window_any,binary,10915,730,abnormal,1.646,1.394,1.944,0.0,6.27690796192639e-09
all,AST,Gaussian_mle,unplanned_icu,window_any,category,4695,56,high,1.21,0.623,2.352,0.57396,0.7915094804026485
all,CL,Gaussian_eb,mortality,first,category,16303,801,low,1.551,1.316,1.828,0.0,4.3974436112078333e-07
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_any,binary,4705,49,abnormal,1.024,0.583,1.801,0.93299,0.9961243806397838
all,BUN,PopRI,unplanned_icu,window_worst,z,6694,46,z,1.527,1.175,1.985,0.00155,0.0128357378950958
all,BUN,PopRI,unplanned_icu,window_worst,binary,6694,46,abnormal,2.003,1.106,3.626,0.0218,0.1427224589528659
all,AST,NORMA_q_age_set_co,unplanned_icu,window_worst,category,4695,56,high,1.064,0.498,2.277,0.87236,0.9635849151949668
all,AST,NORMA_q_age_set_co,unplanned_icu,window_worst,z,4695,56,z,0.738,0.418,1.303,0.29414,0.5955401558556955
all,AST,NORMA_q_age_set_co,unplanned_icu,window_worst,binary,4695,56,abnormal,0.78,0.366,1.661,0.51898,0.723216934799061
all,AST,NORMA_q_age,unplanned_icu,window_worst,category,4695,56,high,1.383,0.691,2.769,0.35953,0.7052504163082527
all,AST,NORMA_q_age,unplanned_icu,window_worst,z,4695,56,z,0.816,0.485,1.372,0.44222,0.7023499294288014
all,AST,NORMA_q_age,unplanned_icu,window_worst,binary,4695,56,abnormal,0.994,0.498,1.985,0.98603,0.996143350553364
all,AST,NORMA_334f7e21,unplanned_icu,window_worst,category,4695,56,high,1.225,0.595,2.522,0.58265,0.8137783017154389
all,AST,NORMA_334f7e21,unplanned_icu,window_worst,z,4695,56,z,0.802,0.477,1.349,0.4062,0.6835895642961453
all,AST,NORMA_334f7e21,unplanned_icu,window_worst,binary,4695,56,abnormal,0.934,0.455,1.917,0.85214,0.9925114430916824
all,AST,Gaussian_mle,unplanned_icu,window_worst,category,4695,56,high,1.262,0.648,2.455,0.49344,0.7548996992940146
all,AST,NORMA_q_age_set,unplanned_icu,window_worst,category,4695,56,high,1.037,0.486,2.212,0.9247,0.9960820874298996
all,AST,NORMA_q_age_set,unplanned_icu,window_worst,binary,4695,56,abnormal,0.826,0.388,1.758,0.61965,0.8161215074131518
all,AST,Gaussian_eb,unplanned_icu,window_worst,category,4695,56,high,1.098,0.551,2.191,0.79008,0.9337257057584416
all,AST,Gaussian_eb,unplanned_icu,window_worst,z,4695,56,z,0.811,0.515,1.276,0.3652,0.6682465943153605
all,AST,Gaussian_eb,unplanned_icu,window_worst,binary,4695,56,abnormal,0.821,0.412,1.635,0.57523,0.7642243645311214
all,AST,Gaussian_trunc,unplanned_icu,window_worst,category,4695,56,high,1.164,0.613,2.211,0.64187,0.8507941981128148
all,AST,Gaussian_trunc,unplanned_icu,window_worst,category,4695,56,low,1.425,0.682,2.979,0.34604,0.6972819654177375
all,AST,Gaussian_trunc,unplanned_icu,window_worst,z,4695,56,z,1.099,0.861,1.402,0.45,0.7043411979188433
all,AST,Gaussian_trunc,unplanned_icu,window_worst,binary,4695,56,abnormal,1.259,0.734,2.158,0.40305,0.6834918753880076
all,GLU,Gaussian_trunc,unplanned_icu,window_worst,z,8914,39,z,0.974,0.881,1.078,0.6154,0.7865433943099844
all,GLU,Gaussian_eb,unplanned_icu,window_worst,binary,8914,39,abnormal,0.678,0.311,1.479,0.32848,0.6366253051161916
all,ALB,Gaussian_trunc,unplanned_icu,window_worst,category,6099,30,high,1.938,0.635,5.917,0.24503,0.5521393686039966
all,AST,NORMA_q_age_set,unplanned_icu,window_worst,z,4695,56,z,0.757,0.435,1.317,0.32372,0.6299340698002862
all,BUN,PopRI,unplanned_icu,window_worst,category,6694,46,low,0.689,0.253,1.875,0.46605,0.7527808220933885
all,AST,Gaussian_mle,unplanned_icu,window_worst,z,4695,56,z,0.82,0.526,1.278,0.38092,0.6682465943153605
all,AST,Cohen_m4,unplanned_icu,window_worst,category,4695,56,high,1.179,0.567,2.451,0.66001,0.8596578924642895
all,BUN,PerRI,unplanned_icu,window_worst,z,6665,45,z,0.964,0.853,1.09,0.55608,0.7650493955122133
all,BUN,PopRI,unplanned_icu,window_worst,category,6694,46,high,3.483,1.84,6.594,0.00013,0.0025164905332541
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_worst,binary,4705,49,abnormal,1.054,0.6,1.854,0.85383,0.9925114430916824
all,AST,Gaussian_mle,unplanned_icu,window_worst,binary,4695,56,abnormal,0.926,0.476,1.8,0.81981,0.9729590572235526
all,AST,Cohen_m4,unplanned_icu,window_worst,category,4695,56,low,0.563,0.238,1.328,0.18952,0.4969748985860376
all,AST,Cohen_m4,unplanned_icu,window_worst,z,4695,56,z,0.745,0.448,1.24,0.25805,0.5573790144192702
all,AST,Cohen_m4,unplanned_icu,window_worst,binary,4695,56,abnormal,0.818,0.452,1.48,0.50599,0.7106046968477285
all,AST,Cohen_m3,unplanned_icu,window_worst,category,4695,56,high,0.779,0.358,1.695,0.52949,0.7820242561849562
all,AST,Cohen_m3,unplanned_icu,window_worst,category,4695,56,low,0.363,0.185,0.712,0.0032,0.0235365914835576
all,AST,Cohen_m3,unplanned_icu,window_worst,z,4695,56,z,0.592,0.38,0.923,0.02063,0.0841916708687365
all,AST,Cohen_m3,unplanned_icu,window_worst,binary,4695,56,abnormal,0.467,0.268,0.813,0.00709,0.0547163316022253
all,AST,Cohen_m2,unplanned_icu,window_worst,category,4695,56,high,1.474,0.812,2.676,0.20229,0.5179732236231289
all,AST,Cohen_m2,unplanned_icu,window_worst,category,4695,56,low,0.791,0.308,2.033,0.62648,0.8369539363956215
all,AST,Cohen_m2,unplanned_icu,window_worst,z,4695,56,z,1.022,0.716,1.459,0.90627,0.983694629810885
all,AST,Cohen_m2,unplanned_icu,window_worst,binary,4695,56,abnormal,1.229,0.71,2.127,0.46223,0.7021995889733949
all,AST,PerRI,unplanned_icu,window_worst,category,4690,56,high,0.841,0.456,1.55,0.57902,0.81206704041172
all,AST,PerRI,unplanned_icu,window_worst,category,4690,56,low,0.788,0.348,1.782,0.56648,0.8078857729765355
all,AST,PerRI,unplanned_icu,window_worst,z,4690,56,z,0.985,0.885,1.095,0.77487,0.8902735259586139
all,AST,PerRI,unplanned_icu,window_worst,binary,4690,56,abnormal,0.823,0.481,1.41,0.47845,0.7021995889733949
all,AST,PopRI,unplanned_icu,window_worst,category,4695,56,high,1.004,0.395,2.551,0.99267,0.9960820874298996
all,AST,PopRI,unplanned_icu,window_worst,z,4695,56,z,0.87,0.451,1.679,0.67896,0.8332655246630724
all,AST,PopRI,unplanned_icu,window_worst,binary,4695,56,abnormal,1.004,0.395,2.551,0.99267,0.996143350553364
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_worst,category,4705,49,high,1.135,0.53,2.433,0.74442,0.9149546382623808
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_worst,category,4705,49,low,1.003,0.513,1.964,0.99205,0.9960820874298996
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_worst,z,4705,49,z,0.999,0.697,1.432,0.99552,0.995524338930994
all,TP,Cohen_m2,unplanned_icu,window_worst,z,6100,37,z,0.828,0.519,1.32,0.4271,0.6884629705058108
all,BUN,Gaussian_eb,unplanned_icu,window_worst,category,6694,46,high,3.109,1.611,5.997,0.00072,0.0084866174017964
all,TP,Cohen_m4,unplanned_icu,window_worst,category,6100,37,high,0.93,0.316,2.735,0.89517,0.9791786723220616
all,TP,Cohen_m4,unplanned_icu,window_worst,z,6100,37,z,0.845,0.565,1.264,0.41244,0.6840684279656792
all,TP,NORMA_q_age,unplanned_icu,window_worst,z,6100,37,z,0.77,0.45,1.319,0.3414,0.6525869394016611
all,TP,NORMA_q_age,unplanned_icu,window_worst,binary,6100,37,abnormal,0.606,0.303,1.211,0.15629,0.3984378704008217
