subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
pop_normal,prolonged_los,BUN,Cohen_m4,33973,6258,0.5294,0.5216,0.5373,0.5603,0.5596,-0.0007,0.1842,0.1966,1.067,-0.0497,0.0
pop_normal,prolonged_los,BUN,Gaussian_eb,33973,6258,0.5789,0.5712,0.5866,0.5603,0.5949,0.0346,0.1842,0.2353,1.277,-0.0002,0.953716
pop_normal,prolonged_los,BUN,Gaussian_mle,33502,6202,0.544,0.5363,0.5516,0.5682,0.571,0.0029,0.1851,0.2019,1.09,-0.0358,0.0
pop_normal,prolonged_los,BUN,Gaussian_trunc,33502,6202,0.52,0.5122,0.5278,0.5682,0.5686,0.0004,0.1851,0.194,1.048,-0.0598,0.0
pop_normal,prolonged_los,BUN,NORMA_334f7e21,33973,6258,0.5912,0.5836,0.5988,0.5603,0.5888,0.0286,0.1842,0.2268,1.231,0.0121,0.0
pop_normal,prolonged_los,BUN,NORMA_q_age,33973,6258,0.5913,0.5836,0.5989,0.5603,0.5898,0.0295,0.1842,0.2274,1.235,0.0121,0.0
pop_normal,prolonged_los,BUN,NORMA_q_age_set,33973,6258,0.5792,0.5715,0.5868,0.5603,0.5798,0.0196,0.1842,0.2187,1.187,,
pop_normal,prolonged_los,BUN,NORMA_q_age_set_co,33973,6258,0.565,0.5573,0.5727,0.5603,0.5707,0.0104,0.1842,0.2121,1.151,-0.0141,0.0
pop_normal,prolonged_los,BUN,PerRI,33971,6258,0.4485,0.4411,0.456,0.558,0.5906,0.0326,0.1842,0.1562,0.848,-0.1307,0.0
pop_normal,prolonged_los,BUN,PopRI,33973,6258,0.5769,0.5695,0.5843,0.5603,0.5959,0.0356,0.1842,0.2162,1.173,-0.0023,0.60437
pop_normal,prolonged_los,CA,Cohen_m2,35603,7960,0.5783,0.5709,0.5856,0.5455,0.5927,0.0472,0.2236,0.2982,1.334,0.0,0.999777
pop_normal,prolonged_los,CA,Cohen_m3,35603,7960,0.57,0.5627,0.5773,0.5455,0.5794,0.0339,0.2236,0.2919,1.306,-0.0083,0.036573
pop_normal,prolonged_los,CA,Cohen_m4,35603,7960,0.5798,0.5726,0.587,0.5455,0.5876,0.042,0.2236,0.2933,1.312,0.0015,0.678649
pop_normal,prolonged_los,CA,Gaussian_eb,35603,7960,0.5769,0.5698,0.584,0.5455,0.583,0.0375,0.2236,0.2881,1.289,-0.0014,0.70304
pop_normal,prolonged_los,CA,Gaussian_mle,34893,7813,0.5595,0.5524,0.5666,0.5528,0.5655,0.0127,0.2239,0.2601,1.162,-0.0193,2e-06
pop_normal,prolonged_los,CA,Gaussian_trunc,34893,7813,0.5497,0.5426,0.5569,0.5528,0.5623,0.0095,0.2239,0.2558,1.142,-0.0291,0.0
pop_normal,prolonged_los,CA,NORMA_334f7e21,35603,7960,0.5994,0.5924,0.6064,0.5455,0.6083,0.0628,0.2236,0.289,1.293,0.0211,0.0
pop_normal,prolonged_los,CA,NORMA_q_age,35603,7960,0.5817,0.5746,0.5887,0.5455,0.5928,0.0473,0.2236,0.2771,1.239,0.0034,0.007233
pop_normal,prolonged_los,CA,NORMA_q_age_set,35603,7960,0.5783,0.5712,0.5853,0.5455,0.5906,0.0451,0.2236,0.2749,1.229,,
pop_normal,prolonged_los,CA,NORMA_q_age_set_co,35603,7960,0.5816,0.5746,0.5887,0.5455,0.5928,0.0473,0.2236,0.2745,1.228,0.0034,0.076513
pop_normal,prolonged_los,CA,PerRI,35603,7960,0.5427,0.5359,0.5496,0.5455,0.5453,-0.0002,0.2236,0.2337,1.045,-0.0355,0.0
pop_normal,prolonged_los,CA,PopRI,35603,7960,0.5739,0.5671,0.5807,0.5455,0.5841,0.0385,0.2236,0.2613,1.169,-0.0044,0.274603
pop_normal,prolonged_los,CL,Cohen_m2,45892,9737,0.5808,0.5744,0.5873,0.5368,0.5881,0.0513,0.2122,0.268,1.263,-0.0104,0.008666
pop_normal,prolonged_los,CL,Cohen_m3,45892,9737,0.5764,0.5702,0.5826,0.5368,0.5841,0.0473,0.2122,0.246,1.159,-0.0148,2.3e-05
pop_normal,prolonged_los,CL,Cohen_m4,45892,9737,0.5787,0.5725,0.5849,0.5368,0.5854,0.0486,0.2122,0.2522,1.188,-0.0126,0.000156
pop_normal,prolonged_los,CL,Gaussian_eb,45892,9737,0.5812,0.575,0.5874,0.5368,0.5904,0.0537,0.2122,0.2695,1.27,-0.01,0.001589
pop_normal,prolonged_los,CL,Gaussian_mle,44877,9584,0.5432,0.5369,0.5494,0.5375,0.5453,0.0078,0.2136,0.2282,1.069,-0.048,0.0
pop_normal,prolonged_los,CL,Gaussian_trunc,44877,9584,0.518,0.5116,0.5245,0.5375,0.5387,0.0012,0.2136,0.2208,1.034,-0.0731,0.0
pop_normal,prolonged_los,CL,NORMA_334f7e21,45892,9737,0.6007,0.5944,0.6069,0.5368,0.6061,0.0693,0.2122,0.2717,1.281,0.0094,0.0
pop_normal,prolonged_los,CL,NORMA_q_age,45892,9737,0.597,0.5908,0.6033,0.5368,0.6027,0.0659,0.2122,0.2687,1.266,0.0058,3e-06
pop_normal,prolonged_los,CL,NORMA_q_age_set,45892,9737,0.5913,0.585,0.5975,0.5368,0.5989,0.0621,0.2122,0.2631,1.24,,
pop_normal,prolonged_los,CL,NORMA_q_age_set_co,45892,9737,0.5972,0.5909,0.6035,0.5368,0.5973,0.0606,0.2122,0.271,1.277,0.0059,0.007808
pop_normal,prolonged_los,CL,PerRI,45890,9737,0.4483,0.4423,0.4544,0.5412,0.5768,0.0356,0.2122,0.1805,0.851,-0.143,0.0
pop_normal,prolonged_los,CL,PopRI,45892,9737,0.5847,0.579,0.5904,0.5368,0.5958,0.059,0.2122,0.2493,1.175,-0.0065,0.038694
pop_normal,prolonged_los,CO2,Cohen_m2,53373,9945,0.5873,0.5812,0.5934,0.5364,0.5972,0.0608,0.1863,0.2345,1.259,-0.0161,7e-06
pop_normal,prolonged_los,CO2,Cohen_m3,53373,9945,0.5751,0.5691,0.5811,0.5364,0.5831,0.0468,0.1863,0.2183,1.172,-0.0284,0.0
pop_normal,prolonged_los,CO2,Cohen_m4,53373,9945,0.5887,0.5827,0.5947,0.5364,0.5941,0.0577,0.1863,0.2299,1.234,-0.0147,1e-05
pop_normal,prolonged_los,CO2,Gaussian_eb,53373,9945,0.6117,0.6056,0.6177,0.5364,0.6206,0.0843,0.1863,0.2822,1.514,0.0082,0.005681
pop_normal,prolonged_los,CO2,Gaussian_mle,51942,9831,0.5474,0.5415,0.5533,0.5351,0.5385,0.0034,0.1893,0.198,1.046,-0.0571,0.0
pop_normal,prolonged_los,CO2,Gaussian_trunc,51942,9831,0.5042,0.498,0.5105,0.5351,0.5364,0.0013,0.1893,0.1925,1.017,-0.1002,0.0
pop_normal,prolonged_los,CO2,NORMA_334f7e21,53373,9945,0.6205,0.6146,0.6265,0.5364,0.628,0.0917,0.1863,0.2501,1.342,0.0171,0.0
pop_normal,prolonged_los,CO2,NORMA_q_age,53373,9945,0.6138,0.6078,0.6198,0.5364,0.6217,0.0853,0.1863,0.2481,1.331,0.0104,0.0
pop_normal,prolonged_los,CO2,NORMA_q_age_set,53373,9945,0.6034,0.5975,0.6094,0.5364,0.6103,0.0739,0.1863,0.2345,1.258,,
pop_normal,prolonged_los,CO2,NORMA_q_age_set_co,53373,9945,0.5955,0.5895,0.6016,0.5364,0.5976,0.0612,0.1863,0.2307,1.238,-0.0079,0.000145
pop_normal,prolonged_los,CO2,PerRI,53369,9945,0.4161,0.4103,0.4219,0.5372,0.5902,0.053,0.1863,0.1482,0.796,-0.1874,0.0
pop_normal,prolonged_los,CO2,PopRI,53373,9945,0.5952,0.5904,0.6,0.5364,0.6168,0.0804,0.1863,0.2226,1.195,-0.0082,0.003147
pop_normal,prolonged_los,CRE,Cohen_m2,38533,7563,0.5687,0.5615,0.5759,0.5351,0.5755,0.0404,0.1963,0.2369,1.207,-0.0173,0.000162
pop_normal,prolonged_los,CRE,Cohen_m3,38533,7563,0.5744,0.5673,0.5816,0.5351,0.5798,0.0447,0.1963,0.2394,1.22,-0.0116,0.01263
pop_normal,prolonged_los,CRE,Cohen_m4,38533,7563,0.5845,0.5774,0.5917,0.5351,0.5905,0.0553,0.1963,0.2473,1.26,-0.0015,0.748182
pop_normal,prolonged_los,CRE,Gaussian_eb,38533,7563,0.5756,0.5685,0.5826,0.5351,0.5857,0.0506,0.1963,0.2448,1.247,-0.0105,0.00342
pop_normal,prolonged_los,CRE,Gaussian_mle,38128,7507,0.5414,0.5344,0.5485,0.5299,0.5448,0.0149,0.1969,0.2121,1.077,-0.0453,0.0
pop_normal,prolonged_los,CRE,Gaussian_trunc,38128,7507,0.5337,0.5265,0.5409,0.5299,0.5417,0.0118,0.1969,0.2111,1.072,-0.053,0.0
pop_normal,prolonged_los,CRE,NORMA_334f7e21,38533,7563,0.5917,0.5848,0.5987,0.5351,0.5973,0.0621,0.1963,0.244,1.243,0.0057,2.2e-05
pop_normal,prolonged_los,CRE,NORMA_q_age,38533,7563,0.5905,0.5835,0.5974,0.5351,0.5933,0.0581,0.1963,0.2417,1.232,0.0045,0.000104
pop_normal,prolonged_los,CRE,NORMA_q_age_set,38533,7563,0.586,0.5791,0.593,0.5351,0.5907,0.0556,0.1963,0.2395,1.22,,
pop_normal,prolonged_los,CRE,NORMA_q_age_set_co,38533,7563,0.5904,0.5834,0.5974,0.5351,0.5921,0.057,0.1963,0.243,1.238,0.0044,0.056103
pop_normal,prolonged_los,CRE,PerRI,38510,7560,0.5178,0.5105,0.525,0.5286,0.5315,0.0029,0.1963,0.2052,1.045,-0.0682,0.0
pop_normal,prolonged_los,CRE,PopRI,38533,7563,0.5947,0.5878,0.6016,0.5351,0.6051,0.0699,0.1963,0.2403,1.224,0.0087,0.042615
pop_normal,prolonged_los,DBIL,Cohen_m2,580,287,0.517,0.4699,0.5641,0.5512,0.5325,-0.0187,0.4948,0.5045,1.02,-0.0118,0.668928
pop_normal,prolonged_los,DBIL,Cohen_m3,580,287,0.5457,0.4988,0.5926,0.5512,0.5712,0.02,0.4948,0.545,1.101,0.0169,0.54105
pop_normal,prolonged_los,DBIL,Cohen_m4,580,287,0.536,0.4902,0.5817,0.5512,0.5675,0.0163,0.4948,0.5185,1.048,0.0072,0.778245
pop_normal,prolonged_los,DBIL,Gaussian_eb,580,287,0.5612,0.5144,0.608,0.5512,0.5727,0.0215,0.4948,0.5459,1.103,0.0324,0.147204
pop_normal,prolonged_los,DBIL,Gaussian_mle,492,249,0.5454,0.4946,0.5962,0.5872,0.5952,0.0079,0.5061,0.5429,1.073,0.0134,0.608566
pop_normal,prolonged_los,DBIL,Gaussian_trunc,492,249,0.4645,0.4135,0.5154,0.5872,0.5642,-0.023,0.5061,0.5006,0.989,-0.0675,0.05668
pop_normal,prolonged_los,DBIL,NORMA_334f7e21,580,287,0.5684,0.5217,0.6151,0.5512,0.556,0.0048,0.4948,0.5307,1.073,0.0396,0.005623
pop_normal,prolonged_los,DBIL,NORMA_q_age,580,287,0.5518,0.5049,0.5987,0.5512,0.5537,0.0025,0.4948,0.521,1.053,0.0231,0.072018
pop_normal,prolonged_los,DBIL,NORMA_q_age_set,580,287,0.5288,0.4818,0.5758,0.5512,0.5509,-0.0003,0.4948,0.5144,1.04,,
pop_normal,prolonged_los,DBIL,NORMA_q_age_set_co,580,287,0.5512,0.5044,0.5981,0.5512,0.5609,0.0097,0.4948,0.5305,1.072,0.0225,0.24176
pop_normal,prolonged_los,DBIL,PerRI,556,276,0.522,0.4739,0.5701,0.5377,0.5381,0.0004,0.4964,0.505,1.017,-0.0031,0.909762
pop_normal,prolonged_los,DBIL,PopRI,580,287,0.5214,0.4776,0.5651,0.5512,0.5496,-0.0016,0.4948,0.5074,1.025,-0.0074,0.79644
pop_normal,prolonged_los,GLU,Cohen_m2,52405,8458,0.5668,0.5603,0.5732,0.536,0.5743,0.0382,0.1614,0.1852,1.148,-0.0232,0.0
pop_normal,prolonged_los,GLU,Cohen_m3,52405,8458,0.5811,0.5745,0.5878,0.536,0.5837,0.0477,0.1614,0.2023,1.253,-0.0089,0.023996
pop_normal,prolonged_los,GLU,Cohen_m4,52405,8458,0.6409,0.6347,0.6471,0.536,0.643,0.107,0.1614,0.2323,1.439,0.0509,0.0
pop_normal,prolonged_los,GLU,Gaussian_eb,52405,8458,0.5778,0.5712,0.5844,0.536,0.5924,0.0563,0.1614,0.2109,1.307,-0.0122,2.8e-05
pop_normal,prolonged_los,GLU,Gaussian_mle,52036,8422,0.539,0.5325,0.5455,0.5304,0.5317,0.0013,0.1618,0.1718,1.061,-0.0512,0.0
pop_normal,prolonged_los,GLU,Gaussian_trunc,52036,8422,0.5333,0.5266,0.5399,0.5304,0.5311,0.0007,0.1618,0.1701,1.051,-0.0569,0.0
pop_normal,prolonged_los,GLU,NORMA_334f7e21,52405,8458,0.5672,0.5607,0.5738,0.536,0.5732,0.0371,0.1614,0.1925,1.193,-0.0228,0.0
pop_normal,prolonged_los,GLU,NORMA_q_age,52405,8458,0.5972,0.5908,0.6036,0.536,0.5998,0.0638,0.1614,0.2008,1.244,0.0072,0.000722
pop_normal,prolonged_los,GLU,NORMA_q_age_set,52405,8458,0.59,0.5835,0.5965,0.536,0.5964,0.0603,0.1614,0.2034,1.26,,
pop_normal,prolonged_los,GLU,NORMA_q_age_set_co,52405,8458,0.5641,0.5573,0.5708,0.536,0.5719,0.0359,0.1614,0.1953,1.21,-0.0259,0.0
pop_normal,prolonged_los,GLU,PerRI,52405,8458,0.5233,0.5172,0.5294,0.536,0.5377,0.0017,0.1614,0.1557,0.965,-0.0667,0.0
pop_normal,prolonged_los,GLU,PopRI,52405,8458,0.6064,0.5999,0.6128,0.536,0.613,0.077,0.1614,0.2103,1.303,0.0163,0.0
pop_normal,prolonged_los,HCT,Cohen_m2,6345,1241,0.5551,0.537,0.5732,0.5552,0.5781,0.0229,0.1956,0.2412,1.233,0.0257,0.025114
pop_normal,prolonged_los,HCT,Cohen_m3,6345,1241,0.5394,0.521,0.5577,0.5552,0.5632,0.008,0.1956,0.2349,1.201,0.01,0.385421
pop_normal,prolonged_los,HCT,Cohen_m4,6345,1241,0.562,0.5436,0.5805,0.5552,0.5797,0.0245,0.1956,0.254,1.299,0.0327,0.008078
pop_normal,prolonged_los,HCT,Gaussian_eb,6345,1241,0.5547,0.5372,0.5722,0.5552,0.579,0.0239,0.1956,0.2243,1.147,0.0253,0.007217
pop_normal,prolonged_los,HCT,Gaussian_mle,6316,1236,0.5263,0.5088,0.5438,0.5524,0.5511,-0.0013,0.1957,0.2048,1.046,-0.0024,0.81523
pop_normal,prolonged_los,HCT,Gaussian_trunc,6316,1236,0.5237,0.5063,0.5412,0.5524,0.5528,0.0004,0.1957,0.2027,1.036,-0.005,0.654622
pop_normal,prolonged_los,HCT,NORMA_334f7e21,6345,1241,0.5443,0.5263,0.5623,0.5552,0.5695,0.0143,0.1956,0.2239,1.145,0.0149,1e-05
pop_normal,prolonged_los,HCT,NORMA_q_age,6345,1241,0.5311,0.513,0.5492,0.5552,0.5611,0.006,0.1956,0.2144,1.096,0.0017,0.600127
pop_normal,prolonged_los,HCT,NORMA_q_age_set,6345,1241,0.5294,0.5114,0.5473,0.5552,0.561,0.0059,0.1956,0.2141,1.094,,
pop_normal,prolonged_los,HCT,NORMA_q_age_set_co,6345,1241,0.5353,0.5176,0.5531,0.5552,0.564,0.0088,0.1956,0.2133,1.09,0.006,0.29293
pop_normal,prolonged_los,HCT,PerRI,6345,1241,0.5012,0.4838,0.5186,0.5552,0.5608,0.0057,0.1956,0.1886,0.964,-0.0282,0.028455
pop_normal,prolonged_los,HCT,PopRI,6345,1241,0.5549,0.5375,0.5722,0.5552,0.5952,0.04,0.1956,0.2205,1.127,0.0255,0.012086
pop_normal,prolonged_los,HGB,Cohen_m2,6895,1245,0.5359,0.5178,0.554,0.5606,0.5868,0.0262,0.1806,0.2063,1.143,0.0064,0.595246
pop_normal,prolonged_los,HGB,Cohen_m3,6895,1245,0.5364,0.5186,0.5542,0.5606,0.5747,0.0141,0.1806,0.2022,1.12,0.0069,0.558696
pop_normal,prolonged_los,HGB,Cohen_m4,6895,1245,0.5389,0.5208,0.5569,0.5606,0.5805,0.0199,0.1806,0.2083,1.154,0.0094,0.428354
pop_normal,prolonged_los,HGB,Gaussian_eb,6895,1245,0.5326,0.5151,0.5502,0.5606,0.5582,-0.0024,0.1806,0.1969,1.09,0.0032,0.73545
pop_normal,prolonged_los,HGB,Gaussian_mle,6849,1235,0.529,0.5115,0.5464,0.5522,0.5536,0.0014,0.1803,0.1913,1.061,-0.0007,0.948654
pop_normal,prolonged_los,HGB,Gaussian_trunc,6849,1235,0.5279,0.5103,0.5455,0.5522,0.555,0.0027,0.1803,0.1919,1.064,-0.0017,0.875614
pop_normal,prolonged_los,HGB,NORMA_334f7e21,6895,1245,0.5453,0.5277,0.5629,0.5606,0.5648,0.0042,0.1806,0.2021,1.119,0.0158,1e-06
pop_normal,prolonged_los,HGB,NORMA_q_age,6895,1245,0.5301,0.5125,0.5477,0.5606,0.5534,-0.0072,0.1806,0.1931,1.069,0.0006,0.859377
pop_normal,prolonged_los,HGB,NORMA_q_age_set,6895,1245,0.5295,0.512,0.5469,0.5606,0.5567,-0.0039,0.1806,0.193,1.069,,
pop_normal,prolonged_los,HGB,NORMA_q_age_set_co,6895,1245,0.5283,0.5108,0.5459,0.5606,0.5563,-0.0043,0.1806,0.1927,1.067,-0.0011,0.833516
pop_normal,prolonged_los,HGB,PerRI,6895,1245,0.5152,0.4978,0.5325,0.5606,0.5601,-0.0005,0.1806,0.1811,1.003,-0.0143,0.265438
pop_normal,prolonged_los,HGB,PopRI,6895,1245,0.5529,0.5355,0.5704,0.5606,0.5659,0.0053,0.1806,0.206,1.141,0.0235,0.023436
pop_normal,prolonged_los,K,Cohen_m2,64642,12198,0.5884,0.583,0.5939,0.5308,0.5885,0.0577,0.1887,0.2316,1.227,-0.0432,0.0
pop_normal,prolonged_los,K,Cohen_m3,64642,12198,0.603,0.5976,0.6084,0.5308,0.598,0.0672,0.1887,0.243,1.288,-0.0286,0.0
pop_normal,prolonged_los,K,Cohen_m4,64642,12198,0.6048,0.5995,0.6102,0.5308,0.6021,0.0713,0.1887,0.2402,1.273,-0.0268,0.0
pop_normal,prolonged_los,K,Gaussian_eb,64642,12198,0.612,0.6066,0.6174,0.5308,0.6114,0.0806,0.1887,0.2583,1.369,-0.0196,0.0
pop_normal,prolonged_los,K,Gaussian_mle,64408,12185,0.5638,0.5585,0.5691,0.5324,0.5413,0.0089,0.1892,0.2049,1.083,-0.0678,0.0
pop_normal,prolonged_los,K,Gaussian_trunc,64408,12185,0.5285,0.523,0.5339,0.5324,0.5347,0.0023,0.1892,0.198,1.047,-0.1032,0.0
pop_normal,prolonged_los,K,NORMA_334f7e21,64642,12198,0.6381,0.6328,0.6433,0.5308,0.627,0.0962,0.1887,0.2635,1.397,0.0064,0.0
pop_normal,prolonged_los,K,NORMA_q_age,64642,12198,0.6305,0.6252,0.6358,0.5308,0.6197,0.0889,0.1887,0.254,1.346,-0.0011,0.185509
pop_normal,prolonged_los,K,NORMA_q_age_set,64642,12198,0.6316,0.6263,0.6369,0.5308,0.6209,0.0901,0.1887,0.2592,1.373,,
pop_normal,prolonged_los,K,NORMA_q_age_set_co,64642,12198,0.6326,0.6273,0.6379,0.5308,0.6224,0.0917,0.1887,0.258,1.367,0.001,0.406416
pop_normal,prolonged_los,K,PerRI,64642,12198,0.5127,0.5073,0.518,0.5308,0.5327,0.0019,0.1887,0.1829,0.969,-0.119,0.0
pop_normal,prolonged_los,K,PopRI,64642,12198,0.6166,0.6113,0.6219,0.5308,0.6146,0.0838,0.1887,0.2448,1.298,-0.015,0.0
pop_normal,prolonged_los,MCH,Cohen_m2,37895,8764,0.5852,0.5784,0.592,0.541,0.5879,0.0469,0.2313,0.2934,1.269,-0.012,0.001786
pop_normal,prolonged_los,MCH,Cohen_m3,37895,8764,0.5717,0.565,0.5785,0.541,0.5827,0.0417,0.2313,0.281,1.215,-0.0255,0.0
pop_normal,prolonged_los,MCH,Cohen_m4,37895,8764,0.5793,0.5725,0.5861,0.541,0.5887,0.0477,0.2313,0.2885,1.247,-0.0179,6e-06
pop_normal,prolonged_los,MCH,Gaussian_eb,37895,8764,0.615,0.6083,0.6217,0.541,0.621,0.08,0.2313,0.3193,1.381,0.0178,0.0
pop_normal,prolonged_los,MCH,Gaussian_mle,37001,8586,0.5721,0.5654,0.5789,0.541,0.564,0.023,0.232,0.2683,1.156,-0.0269,0.0
pop_normal,prolonged_los,MCH,Gaussian_trunc,37001,8586,0.5491,0.5423,0.5559,0.541,0.5464,0.0054,0.232,0.2544,1.096,-0.0499,0.0
pop_normal,prolonged_los,MCH,NORMA_334f7e21,37895,8764,0.6001,0.5935,0.6067,0.541,0.5914,0.0504,0.2313,0.2898,1.253,0.0029,0.007635
pop_normal,prolonged_los,MCH,NORMA_q_age,37895,8764,0.5994,0.5928,0.606,0.541,0.594,0.053,0.2313,0.2881,1.246,0.0022,0.017527
pop_normal,prolonged_los,MCH,NORMA_q_age_set,37895,8764,0.5972,0.5906,0.6038,0.541,0.5987,0.0576,0.2313,0.2893,1.251,,
pop_normal,prolonged_los,MCH,NORMA_q_age_set_co,37895,8764,0.6011,0.5944,0.6077,0.541,0.5947,0.0537,0.2313,0.2908,1.258,0.0038,0.029853
pop_normal,prolonged_los,MCH,PerRI,37541,8722,0.537,0.5303,0.5437,0.5407,0.5424,0.0017,0.2323,0.2482,1.068,-0.0607,0.0
pop_normal,prolonged_los,MCH,PopRI,37895,8764,0.5638,0.557,0.5705,0.541,0.5701,0.029,0.2313,0.2684,1.161,-0.0334,0.0
pop_normal,prolonged_los,MCHC,Cohen_m2,32469,6884,0.5331,0.5254,0.5409,0.5535,0.5629,0.0094,0.212,0.24,1.132,-0.0284,0.0
pop_normal,prolonged_los,MCHC,Cohen_m3,32469,6884,0.5192,0.5114,0.527,0.5535,0.5545,0.001,0.212,0.2306,1.088,-0.0424,0.0
pop_normal,prolonged_los,MCHC,Cohen_m4,32469,6884,0.5261,0.5183,0.534,0.5535,0.5558,0.0023,0.212,0.2373,1.119,-0.0354,0.0
pop_normal,prolonged_los,MCHC,Gaussian_eb,32469,6884,0.5497,0.5421,0.5573,0.5535,0.5694,0.0158,0.212,0.2425,1.144,-0.0119,0.000447
pop_normal,prolonged_los,MCHC,Gaussian_mle,31523,6694,0.5114,0.5039,0.519,0.5499,0.5497,-0.0002,0.2124,0.212,0.998,-0.0524,0.0
pop_normal,prolonged_los,MCHC,Gaussian_trunc,31523,6694,0.5234,0.5155,0.5313,0.5499,0.5556,0.0057,0.2124,0.2303,1.085,-0.0405,0.0
pop_normal,prolonged_los,MCHC,NORMA_334f7e21,32469,6884,0.5624,0.555,0.5698,0.5535,0.571,0.0175,0.212,0.2365,1.115,0.0009,0.399978
pop_normal,prolonged_los,MCHC,NORMA_q_age,32469,6884,0.5533,0.5459,0.5608,0.5535,0.5674,0.0139,0.212,0.2313,1.091,-0.0082,0.0
pop_normal,prolonged_los,MCHC,NORMA_q_age_set,32469,6884,0.5616,0.5542,0.569,0.5535,0.5786,0.0251,0.212,0.2368,1.117,,
pop_normal,prolonged_los,MCHC,NORMA_q_age_set_co,32469,6884,0.5619,0.5544,0.5693,0.5535,0.5703,0.0167,0.212,0.237,1.118,0.0003,0.838701
pop_normal,prolonged_los,MCHC,PerRI,32324,6869,0.4813,0.4736,0.4889,0.5538,0.5504,-0.0034,0.2125,0.2078,0.978,-0.081,0.0
pop_normal,prolonged_los,MCHC,PopRI,32469,6884,0.5984,0.5911,0.6056,0.5535,0.6151,0.0616,0.212,0.2617,1.234,0.0368,0.0
pop_normal,prolonged_los,MCV,Cohen_m2,46787,10554,0.6003,0.5942,0.6065,0.543,0.6048,0.0618,0.2256,0.301,1.334,-0.0009,0.796864
pop_normal,prolonged_los,MCV,Cohen_m3,46787,10554,0.5921,0.586,0.5982,0.543,0.5968,0.0538,0.2256,0.2919,1.294,-0.0092,0.012729
pop_normal,prolonged_los,MCV,Cohen_m4,46787,10554,0.5892,0.583,0.5954,0.543,0.5935,0.0505,0.2256,0.2892,1.282,-0.012,0.000596
pop_normal,prolonged_los,MCV,Gaussian_eb,46787,10554,0.6206,0.6146,0.6266,0.543,0.6207,0.0777,0.2256,0.3139,1.392,0.0194,0.0
pop_normal,prolonged_los,MCV,Gaussian_mle,46511,10520,0.5503,0.5442,0.5564,0.5483,0.5603,0.012,0.2262,0.2487,1.1,-0.0518,0.0
pop_normal,prolonged_los,MCV,Gaussian_trunc,46511,10520,0.5295,0.5234,0.5357,0.5483,0.5512,0.0029,0.2262,0.2381,1.053,-0.0726,0.0
pop_normal,prolonged_los,MCV,NORMA_334f7e21,46787,10554,0.6086,0.6026,0.6146,0.543,0.6037,0.0607,0.2256,0.293,1.299,0.0073,0.0
pop_normal,prolonged_los,MCV,NORMA_q_age,46787,10554,0.5953,0.5892,0.6013,0.543,0.5914,0.0484,0.2256,0.2802,1.242,-0.006,0.0
pop_normal,prolonged_los,MCV,NORMA_q_age_set,46787,10554,0.6013,0.5952,0.6073,0.543,0.5991,0.0561,0.2256,0.2878,1.276,,
pop_normal,prolonged_los,MCV,NORMA_q_age_set_co,46787,10554,0.5868,0.5808,0.5929,0.543,0.5849,0.0419,0.2256,0.2744,1.216,-0.0144,0.0
pop_normal,prolonged_los,MCV,PerRI,46704,10550,0.4801,0.4742,0.486,0.5444,0.564,0.0196,0.2259,0.2048,0.907,-0.122,0.0
pop_normal,prolonged_los,MCV,PopRI,46787,10554,0.5663,0.5602,0.5725,0.543,0.5737,0.0307,0.2256,0.2673,1.185,-0.0349,0.0
pop_normal,prolonged_los,MPV,Gaussian_eb,35632,8236,0.6042,0.5974,0.611,0.5396,0.6076,0.068,0.2311,0.3063,1.325,0.0446,0.0
pop_normal,prolonged_los,MPV,Gaussian_mle,35567,8227,0.5476,0.5407,0.5544,0.5443,0.5577,0.0134,0.2313,0.2516,1.088,-0.012,0.001329
pop_normal,prolonged_los,MPV,Gaussian_trunc,35567,8227,0.5275,0.5205,0.5344,0.5443,0.5458,0.0014,0.2313,0.2411,1.042,-0.0321,0.0
pop_normal,prolonged_los,MPV,NORMA_334f7e21,35632,8236,0.5307,0.5239,0.5375,0.5396,0.5423,0.0028,0.2311,0.2366,1.024,-0.0288,0.0
pop_normal,prolonged_los,MPV,NORMA_q_age,35632,8236,0.4755,0.4687,0.4823,0.5396,0.5527,0.0131,0.2311,0.2089,0.904,-0.0841,0.0
pop_normal,prolonged_los,MPV,NORMA_q_age_set,35632,8236,0.5596,0.5526,0.5666,0.5396,0.567,0.0274,0.2311,0.2654,1.148,,
pop_normal,prolonged_los,MPV,NORMA_q_age_set_co,35631,8236,0.5232,0.5162,0.5302,0.5399,0.5453,0.0055,0.2311,0.2409,1.042,-0.0364,0.0
pop_normal,prolonged_los,MPV,PerRI,35631,8236,0.5163,0.5094,0.5232,0.5381,0.5378,-0.0003,0.2311,0.2321,1.004,-0.0433,0.0
pop_normal,prolonged_los,MPV,PopRI,35632,8236,0.5663,0.5594,0.5733,0.5396,0.5728,0.0332,0.2311,0.2696,1.166,0.0068,0.158165
pop_normal,prolonged_los,NA,Cohen_m2,54049,11131,0.624,0.6183,0.6298,0.5295,0.6341,0.1047,0.2059,0.2837,1.377,0.0045,0.16123
pop_normal,prolonged_los,NA,Cohen_m3,54049,11131,0.6224,0.6166,0.6282,0.5295,0.6283,0.0989,0.2059,0.2872,1.395,0.0029,0.364478
